☆央卫☆,#genre#
屌丝男士,http://kuqq.tk/00/huya.php?id=11342420
西游记,http://kuqq.tk/00/huya.php?id=11602031
民兵葛二蛋,http://kuqq.tk/00/huya.php?id=11602072
大染坊,http://kuqq.tk/00/huya.php?id=11352905
芈月传,http://kuqq.tk/00/huya.php?id=11352918
伪装者,http://kuqq.tk/00/huya.php?id=11602086
我的兄弟叫顺溜,http://kuqq.tk/00/huya.php?id=11601957
还珠格格,http://kuqq.tk/00/huya.php?id=11342415
天龙八部胡军,http://kuqq.tk/00/huya.php?id=11602036
新倚天屠龙记,http://kuqq.tk/00/huya.php?id=11602067
欢乐颂,http://kuqq.tk/00/huya.php?id=11601979
法证先锋,http://kuqq.tk/00/huya.php?id=11342398
神话,http://kuqq.tk/00/huya.php?id=11602074
医馆笑传,http://kuqq.tk/00/huya.php?id=11352891
情满四合院,http://kuqq.tk/00/huya.php?id=11342426
父母爱情,http://kuqq.tk/00/huya.php?id=11352920
法医秦明,http://kuqq.tk/00/huya.php?id=11352950
毛骗,http://kuqq.tk/00/huya.php?id=11352912
都挺好,http://kuqq.tk/00/huya.php?id=11602084
老友记,http://kuqq.tk/00/huya.php?id=11352945
香蜜沉沉,http://kuqq.tk/00/huya.php?id=11352892
我的团长我的团,http://kuqq.tk/00/huya.php?id=11342416
大宋提刑官,http://kuqq.tk/00/huya.php?id=11279251
爱死亡机器人,http://kuqq.tk/00/huya.php?id=11601964
魔幻手机,http://kuqq.tk/00/huya.php?id=11602065
行尸走肉,http://kuqq.tk/00/huya.php?id=11352963
旋风十一人,http://kuqq.tk/00/huya.php?id=11342400
亲爱的,http://kuqq.tk/00/huya.php?id=11352952
猪八戒系列,http://kuqq.tk/00/huya.php?id=11352877
犬夜叉,http://kuqq.tk/00/huya.php?id=11352893
王子变青蛙,http://kuqq.tk/00/huya.php?id=11352960
我的前半生,http://kuqq.tk/00/huya.php?id=11601971
新神雕侠侣古天乐,http://kuqq.tk/00/huya.php?id=11352878
我们结婚吧,http://kuqq.tk/00/huya.php?id=11342394
北京青年,http://kuqq.tk/00/huya.php?id=11352896
极品家丁,http://kuqq.tk/00/huya.php?id=11352884
血色浪漫,http://kuqq.tk/00/huya.php?id=11602055
花千骨,http://kuqq.tk/00/huya.php?id=11602058
聊斋志异,http://kuqq.tk/00/huya.php?id=11602054
高分韩剧,http://kuqq.tk/00/huya.php?id=11352903
射雕英雄传朱茵,http://kuqq.tk/00/huya.php?id=11342438
天下第一,http://kuqq.tk/00/huya.php?id=11602042
外科风云,http://kuqq.tk/00/huya.php?id=11352953
欢喜密探,http://kuqq.tk/00/huya.php?id=11336590
黑洞,http://kuqq.tk/00/huya.php?id=11602088
我非英雄,http://kuqq.tk/00/huya.php?id=19524135
勇敢的心,http://kuqq.tk/00/huya.php?id=11602037
极限男人帮,http://kuqq.tk/00/huya.php?id=11352914
奔跑吧兄弟,http://kuqq.tk/00/huya.php?id=11601972
向往的生活,http://kuqq.tk/00/huya.php?id=11342436
Running Man,http://kuqq.tk/00/huya.php?id=11352883
明星大侦探,http://kuqq.tk/00/huya.php?id=11336579
相声小品,http://kuqq.tk/00/huya.php?id=11336593
王牌对王牌,http://kuqq.tk/00/huya.php?id=11601961
变形记,http://kuqq.tk/00/huya.php?id=11352966
笑傲江湖,http://kuqq.tk/00/huya.php?id=11352937
中国达人秀,http://kuqq.tk/00/huya.php?id=11602047
恐怖短片,http://kuqq.tk/00/huya.php?id=17098448
动画短片,http://kuqq.tk/00/huya.php?id=20036751
小虎牙,http://kuqq.tk/00/huya.php?id=17904870
阿斗归来了,http://kuqq.tk/00/huya.php?id=adgll","http://diyp.top/huya.php?id=13303478
科幻五分钟,http://kuqq.tk/00/huya.php?id=kh1905
恐怖地带,http://kuqq.tk/00/huya.php?id=16741179","http://diyp.top/huya.php?id=16741179
好尸,http://kuqq.tk/00/huya.php?id=15981239
老烟斗鬼故事,http://kuqq.tk/00/huya.php?id=14416908
来呀官人,http://kuqq.tk/00/huya.php?id=15763558","http://diyp.top/huya.php?id=15763558
鲁班爱看剧,http://kuqq.tk/00/huya.php?id=17139168
噔噔悬疑社,http://kuqq.tk/00/huya.php?id=17445539
幻海神作,http://kuqq.tk/00/huya.php?id=17105786
一朵老香菇,http://kuqq.tk/00/huya.php?id=15967689
东倾,http://kuqq.tk/00/huya.php?id=16811071
电影狂人,http://kuqq.tk/00/huya.php?id=18715610
乌贼君,http://kuqq.tk/00/huya.php?id=16604522
谷阿莫,http://kuqq.tk/00/huya.php?id=amogood
韩三金,http://kuqq.tk/00/huya.php?id=15494057
赵非同,http://kuqq.tk/00/huya.php?id=19445837
老电影故事,http://kuqq.tk/00/huya.php?id=15267139
神秘说说,http://kuqq.tk/00/huya.php?id=18516773
Low君,http://kuqq.tk/00/huya.php?id=17147314
影视新起点,http://kuqq.tk/00/huya.php?id=16102581
猎影派,http://kuqq.tk/00/huya.php?id=16099968
方头人讲故事,http://kuqq.tk/00/huya.php?id=16604314
比尔电影,http://kuqq.tk/00/huya.php?id=17227870
正经的瓜皮酱,http://kuqq.tk/00/huya.php?id=19810875
沫漾电影,http://kuqq.tk/00/huya.php?id=15556391
春寒一夜,http://kuqq.tk/00/huya.php?id=20702189
一目十影,http://kuqq.tk/00/huya.php?id=20449771
影音炫客,http://kuqq.tk/00/huya.php?id=17811579
扬仔看权游,http://kuqq.tk/00/huya.php?id=17089810
雷舌电影,http://kuqq.tk/00/huya.php?id=18368038
关灯看大片,http://kuqq.tk/00/huya.php?id=16135863
性格刺青,http://kuqq.tk/00/huya.php?id=cq666
葫芦娃小剧场,http://kuqq.tk/00/huya.php?id=17323378
泡面微剧场,http://kuqq.tk/00/huya.php?id=18368221
彤颜童语,http://kuqq.tk/00/huya.php?id=19398022
电影十里廊,http://kuqq.tk/00/huya.php?id=16801558
万人影视,http://kuqq.tk/00/huya.php?id=16914870
阿钙扒瞎,http://kuqq.tk/00/huya.php?id=15978172
USA大蛇恐怖,http://kuqq.tk/00/huya.php?id=19564134
恐怖游戏,http://kuqq.tk/00/huya.php?id=17023374
权力的游戏,http://kuqq.tk/00/huya.php?id=qiaowoshuoplay
主播爱吃鸡,http://kuqq.tk/00/huya.php?id=17276924
聚印象,http://kuqq.tk/00/huya.php?id=juyinxiang
南西视频,http://kuqq.tk/00/huya.php?id=16913382
狗哥吃火锅,http://kuqq.tk/00/huya.php?id=17269326
麦子的球迷,http://kuqq.tk/00/huya.php?id=16162176
阿成漫漫看,http://kuqq.tk/00/huya.php?id=20464334
猫眼下的鱼,http://kuqq.tk/00/huya.php?id=20236200
小美吖,http://kuqq.tk/00/huya.php?id=gudu1314
狂野的种马小说家,http://kuqq.tk/00/huya.php?id=13098297
托尔兹桃花剑,http://kuqq.tk/00/huya.php?id=18948434
吃货小伟,http://kuqq.tk/00/huya.php?id=18064987
音乐小石榴,http://kuqq.tk/00/huya.php?id=17091681
阿皮快看,http://kuqq.tk/00/huya.php?id=17013162
军事视频,http://kuqq.tk/00/huya.php?id=15824466
胖仙看王者,http://kuqq.tk/00/huya.php?id=2688
舌尖上的中国,http://kuqq.tk/00/huya.php?id=11352955
任达华电影,http://diyp.top/huya.php?id=11352883
冯小刚电影,http://diyp.top/huya.php?id=11352906
漫威电影,http://diyp.top/huya.php?id=11602034
木乃伊系列,http://diyp.top/huya.php?id=11352934
五福星系列,http://diyp.top/huya.php?id=11282233
扁豆看电影,http://diyp.top/huya.php?id=16028551
了不起的乌贼君,http://diyp.top/huya.php?id=16604522
鱼丸电影,http://diyp.top/huya.php?id=16615910
大象放映室,http://diyp.top/huya.php?id=21277391
科幻梦工场,http://diyp.top/huya.php?id=15152155
☆台湾省☆,#genre#
六点半新闻,http://xiaojun.cyou/7108live/gt/test/video1.m3u8
有线高清603台,http://xiaojun.cyou/7108live/gt/603/live1.php
亚洲电视,http://xiaojun.cyou/7108live/gt/atv/live1.php
翡翠台,http://xiaojun.cyou/7108live/gt/fct/live1.m3u8#http://xiaojun.cyou/7108live/gt/live2.m3u8
HBO HD,http://xiaojun.cyou/7108live/gt/hbo/live1.m3u8
J2,http://xiaojun.cyou/7108live/gt/j2/live1.m3u8
明珠台,http://xiaojun.cyou/7108live/gt/mzt/live1.m3u8
ViuTV,http://xiaojun.cyou/7108live/gt/viutv/live1.php
无线财经•资讯台,http://xiaojun.cyou/7108live/gt/wxcjzxt/live1.php
无线新闻台,http://xiaojun.cyou/7108live/gt/wxxwt/live1.m3u8
香港卫视,http://xiaojun.cyou/7108live/gt/xgws/live1.m3u8
星空卫视,http://xiaojun.cyou/7108live/gt/xkws/live1.m3u8
耀才财经,http://xiaojun.cyou/7108live/gt/yccj/live1.m3u8
有线电影台,http://xiaojun.cyou/7108live/gt/yxdyt/live1.php
有线新闻台,http://xiaojun.cyou/7108live/gt/yxxwt/live1.m3u8
澳亚卫视,http://xiaojun.cyou/7108live/am/ayws/live1.php
TVBS综合,p8p://user3.shusongw.mobi:16871/5f2f921c0007177d224bec7d6634f95e
TVBS新闻,p8p://user3.shusongw.mobi:16871/5db05ca40003699da50b30c835589bf5
TVBS新闻,p8p://0198.02686.cc:16871/5db05ca40003699da50b30c835589bf5.ts
TVBS新闻,mitv://147.135.39.171:9906/5ea4852100052c6fd83d1a840a5e74b2.ts
TVBS欢乐,p8p://user3.shusongw.mobi:16871/5dbad7cb0007c9accdfc423fb19c38d1
JET综合,p8p://user3.shusongw.mobi:16871/5d1a69a7000abe1711bdac390219d138
mio体育,mitv://147.135.39.171:9906/5d6b7e97000f0537e0d92571650c0e7a.ts
mio体育,mitv://147.135.39.171:9906/5d761ef6000df28e0f9a40de2c3d62bb.ts
ELTA影剧,p8p://user3.shusongw.mobi:16871/5f2e4f610009a2011d5f42ab61370430
ELTA综合,p8p://user3.shusongw.mobi:16871/5f34c37c000e25333694cd4b4587389c
ELTA体育,p8p://user3.shusongw.mobi:16871/5f37fe5f000e039f4332d3fa26419fbb
EYETV戏剧,p8p://user3.shusongw.mobi:16871/5f37d8dc00062aca42a04a40e5f66359
EYETV旅游,p8p://user3.shusongw.mobi:16871/5f37d838000ad036429dcad101035470
TLC旅游,p8p://user3.shusongw.mobi:16871/5f2e54d6000c0f901d7494527e9c38a8
TLC旅游,mitv://147.135.39.171:9906/5cc692b800066481faf4b217169a5a1b.ts
民视,p8p://0198.02686.cc:16871/5d8f08b60007eeea22db58419a492c10.ts
民视,mitv://147.135.39.171:9906/5ea4852c00050ce0d83d456d45c920f7.ts
公视,mitv://147.135.39.171:9906/5e9e760d00082ccec09222e0768b3cba.ts
壹综合,p8p://user3.shusongw.mobi:16871/5d1a69b70007631411bde9dd9eaae997
壹综合,p8p://0198.02686.cc:16871/5d1a69b70007631411bde9dd9eaae997.ts
壹综合,mitv://147.135.39.171:9906/5ee385f50006a708ce58bfde6dca70d4.ts
壹新闻,p8p://user3.shusongw.mobi:16871/5d1a69b6000b8d0a11bde706a99c146a
壹新闻,p8p://0198.02686.cc:16871/5d1a69b6000b8d0a11bde706a99c146a.ts
民视新闻,mitv://147.135.39.171:9906/5ea522940007279ddaa4243912175fe1.ts
大爱一台,p8p://user3.shusongw.mobi:16871/5f375afe00016d0940b49dd9f3de224c
大爱二台,p8p://user3.shusongw.mobi:16871/5d1a69b8000386b311bdecc8d9c8c96a
中天综合,p8p://user3.shusongw.mobi:16871/5f2e5d8000072f111d966b23e859debb
中天娱乐,p8p://user3.shusongw.mobi:16871/5f2e5e8d0000e5811d9a844fa7cb37a6
中天娱乐,mitv://147.135.39.171:9906/5defdaa0000974136ea066475c980b2d.ts
中天新闻,p8p://user3.shusongw.mobi:16871/5f2f9178000c4ec022496d33f280ef95
中天新闻,mitv://147.135.39.171:9906/5d9a3461000c5e329cd7e0cc2586313a.ts
中天亚洲,mitv://147.135.39.171:9906/5defdaa000044ff26ea064ef7ec56d18.ts
三立综合,p8p://user3.shusongw.mobi:16871/5d1a69fa0007d2f011beefb295d4d371
三立综合,mitv://147.135.39.171:9906/5ea13fe00008dee7cb76834775f82877.ts
三立台湾,p8p://user3.shusongw.mobi:16871/5f2e5ac20001f0ec1d8bb39b46c4cc49
三立新闻,p8p://user3.shusongw.mobi:16871/5d1a69ad0006fe8711bdc2b3f14f64be
三立新闻,mitv://147.135.39.171:9906/5ea13bb00007ef12cb662788049d46cf.ts
东森综合,p8p://user3.shusongw.mobi:16871/5f2e5cb3000e7cf41d934c39cec3dfb2
东森综合,mitv://147.135.39.171:9906/5eb29b860006eefb0f44a74c7d3950ab.ts
东森新闻,p8p://user3.shusongw.mobi:16871/5d1a69c2000a678211be159b7e5802a8
东森新闻,mitv://147.135.39.171:9906/5f167315000ed32216f8c32859024c90.ts
东森亚洲,mitv://147.135.39.171:9906/5ede6859000be2b3ba5d17d529f60875.ts
东森财经,p8p://user3.shusongw.mobi:16871/5d1a69c300063ae211be1871800a9ae8
东森财经,mitv://147.135.39.171:9906/5eec88f90004b79cf18c98952f812d55.ts
东森电影,p8p://user3.shusongw.mobi:16871/5f2fa872000eac4522a32e5e005f67a9
东森电影,mitv://147.135.39.171:9906/5defe13e0007d9d56eba3f090a5f5661.ts
东森洋片,p8p://user3.shusongw.mobi:16871/5f2fab16000756e622ad7d1d0b9eca0a
东森洋片,mitv://147.135.39.171:9906/5ea13baf000efb4ecb66256578d5166f.ts
东森超视,p8p://user3.shusongw.mobi:16871/5e68c8be000191b2047d9630d32efe6b
东森戏剧,p8p://user3.shusongw.mobi:16871/5f2e5ed20008e6ef1d9b93e3bf1b4576
东森戏剧,mitv://147.135.39.171:9906/5eb29b86000c614d0f44a8b302d67a7e.ts
东森幼幼,p8p://user3.shusongw.mobi:16871/5d416a580007131b7660d3322e8b0a5f
东森幼幼,p8p://0198.02686.cc:16871/5d416a580007131b7660d3322e8b0a5f.ts
纬来综合,mitv://147.135.39.171:9906/5e9e6e69000b4094c0744b0b13c15289.ts
纬来戏剧,p8p://user3.shusongw.mobi:16871/5e0f37bd00040a5217930a9af969bce1
纬来戏剧,mitv://147.135.39.171:9906/5dfb22fe0007e7e5170148dc58a73c8f.ts
纬来电影,p8p://user3.shusongw.mobi:16871/5d1a69ce0005e8e911be435423cf0509
纬来电影,mitv://147.135.39.171:9906/5e9b449a00082550b418f99837b132a5.ts
纬来日本,p8p://user3.shusongw.mobi:16871/5d8b6caa00035a0b14c1c834b40e4885
纬来日本,mitv://147.135.39.171:9906/5e9b449a0002edbbb418f850343a565d.ts
纬来育乐,mitv://147.135.39.171:9906/5e9e72fe00062f43c0862fbb1fb33e3f.ts
纬来体育,mitv://147.135.39.171:9906/5e9b4499000c2343b418f6ba6f8227e4.ts
八大综合,p8p://user3.shusongw.mobi:16871/5f2e5a5b0000b78e1d8a20f34de5f2ac
八大综合,mitv://147.135.39.171:9906/5e9e749a000d3deac08c7af061bf4966.ts
八大第一,p8p://user3.shusongw.mobi:16871/5f2e57da0005d0d41d805a59362e19d4
八大第一,mitv://147.135.39.171:9906/5e9e749b00040aaac08c7c7774062e4f.ts
八大娱乐,p8p://user3.shusongw.mobi:16871/5f380a6a000ed2e54361df280f128570
八大娱乐,mitv://147.135.39.171:9906/5e9e749b00099094c08c7dde5ba80b06.ts
八大戏剧,mitv://147.135.39.171:9906/5e9e749a0007249ec08c795a648451d4.ts
寰宇综合,p8p://user3.shusongw.mobi:16871/5f3802c0000567f14343ecae4c29c3d5
寰宇新闻,mitv://147.135.39.171:9906/5cc68d1700042feefadeb4a262de7324.ts
寰宇新闻,p8p://user3.shusongw.mobi:16871/5f37f9150000be1a431e27852b683e83
寰宇台湾,p8p://user3.shusongw.mobi:16871/5f37fc2300084aea432a1823161b739d
靖天电影,p8p://user3.shusongw.mobi:16871/5d1a69d4000d791711be5cb4cbc75c73
靖洋戏剧,p8p://user3.shusongw.mobi:16871/5f380b85000d3460436630353478adac
龙祥电影,p8p://user3.shusongw.mobi:16871/5f2faa42000d119a22aa4274ab45b649
龙祥时代,mitv://147.135.39.171:9906/5e7cf98e000cd16b3dc38ae278e073ec.ts
龙华电影,mitv://147.135.39.171:9906/5e975a5100046cd4a4cdb96549212d2b.ts
龙华戏剧,p8p://user3.shusongw.mobi:16871/5f380947000effbb435d6e7b21bc4ac1
龙华洋片,p8p://user3.shusongw.mobi:16871/5f380822000f29a54358f5fe211c161a
星卫电影,p8p://user3.shusongw.mobi:16871/5f37c890000d9cd54260a3480355f72a
星卫娱乐,p8p://user3.shusongw.mobi:16871/5f37c3ba000066bb424dbbf647a52d9f
卫视卡式,mitv://147.135.39.171:9906/5ec62ecd0005c21e5bbc173f4d127405.ts
卫视西片,mitv://147.135.39.171:9906/5ea1e2fc000b1e57cdf3a933489b3aee.ts
卫视中文,p8p://user3.shusongw.mobi:16871/5f2e5c380006bb4b1d9169c58f9b4abe
卫视中文,mitv://147.135.39.171:9906/5defdaa1000b1a3d6ea06a9c17f77c44.ts
卫视电影,p8p://user3.shusongw.mobi:16871/5f2fa80600019b1b22a18525902e8b26
卫视电影,mitv://147.135.39.171:9906/5d9a250b000845289c9bf7d246ac3362.ts
卫视电影,mitv://147.135.39.171:9906/5ec628ed000d69cb5ba526333d1a1d98.ts
有线电影,mitv://147.135.39.171:9906/5f15d56b0009f5ef1490e1e012d438e5.ts
博斯网球,p8p://user3.shusongw.mobi:16871/5d4c07370004e10e9fd599bbf1aae42b
博斯无限,p8p://user3.shusongw.mobi:16871/5f37dd090006077242b099ff9590d5b0
博斯高球1,p8p://user3.shusongw.mobi:16871/5f37df8b0005a04e42ba65b5768af3d6
博斯高球2,p8p://user3.shusongw.mobi:16871/5f34cb4a000336ba36b3472fc5b41c6c
探索亚洲,p8p://user3.shusongw.mobi:16871/5f37d15a000efba84282f8b2e586739c
探索亚洲,mitv://147.135.39.171:9906/5ea13bb1000a50e9cb662c0c47e9549f.ts
探索频道,rtmp://58.200.131.2:1935/livetv/discovery
探索频道,https://www.fanmingming.cn/hls/discovery.m3u8
探索频道,p8p://user3.shusongw.mobi:16871/5f2e56190004729f1d7980176b355250
探索频道,mitv://147.135.39.171:9906/5ea13fde000ec14fcb767cee2fe05289.ts
探索动力,mitv://147.135.39.171:9906/5e9b4b11000d8f76b4323bd8404c1e97.ts
探索科学,mitv://147.135.39.171:9906/5ea13fe1000b88c3cb7687db43d01a4a.ts
国家地理,rtmp://58.200.131.2:1935/livetv/natlgeo
国家地理,https://www.fanmingming.cn/hls/natlgeo.m3u8
国家地理,p8p://user3.shusongw.mobi:16871/5f34ca1f000a502236aeb9084d9c2802
地理频道,mitv://147.135.39.171:9906/5ea13fdf0004d36ecb767e555c896a66.ts
地理野生,p8p://user3.shusongw.mobi:16871/5f37cf4000053244427ac0a15f6658f1
地理野生,mitv://147.135.39.171:9906/5ea13fdf000c8069cb7680495d882a82.ts
地理悠人,p8p://user3.shusongw.mobi:16871/5f37d0fb00088f51428183f5a24c108a
地理悠人,mitv://147.135.39.171:9906/5ea1441e000473decb87144e4b600a26.ts
好莱坞,p8p://user3.shusongw.mobi:16871/5f2fabea000ac62722b0ba1e30f6fc2a
好莱坞,mitv://147.135.39.171:9906/5e7cf98e0006ee193dc3896b4e817161.ts
迪士尼,p8p://user3.shusongw.mobi:16871/5f2e56c60009eeab1d7c254786d1c06b
原民台,p8p://user3.shusongw.mobi:16871/5f37c5190000da3d4253172cfff99c71
客家卫视,p8p://user3.shusongw.mobi:16871/5f37c5780000f16742548a4aac9643e6
美亚电影,p8p://user3.shusongw.mobi:16871/5f37cca000079b3d4270803e898f13d3
美亚电影,mitv://147.135.39.171:9906/5e7cf98e00020cab3dc388220eeb0f7e.ts
华纳电影,p8p://user3.shusongw.mobi:16871/5f38036c000adb5e43468df4826231f4
华纳电影,mitv ://147.135.39.171:9906/5defdaa0000d7e3f6ea0675076d26f43.ts
国兴卫视,mitv://147.135.39.171:9906/5cc692b80007c375faf4b274502c5f68.ts
人间卫视,p8p://user3.shusongw.mobi:16871/5f37c6ad00084a6b4259433384fa1e14
高点综合,mitv://147.135.39.171:9906/5ede79e400080386baa19dd37ef10dd6.ts
霹雳台湾,p8p://user3.shusongw.mobi:16871/5f2e545000015de51d72862642b4f8ab
霹雳台湾,mitv://147.135.39.171:9906/5eb29fdf000086880f55a14e1d6461c4.ts
动物星球,p8p://user3.shusongw.mobi:16871/5d1a69da000a2acf11be734ba3f44eda
动物星球,mitv://147.135.39.171:9906/5ea13bb00003dd3ccb66267f33fc00d1.ts
韩国娱乐,p8p://user3.shusongw.mobi:16871/5f37e3320006cbf642c8aa594b534295
罪案侦探,p8p://user3.shusongw.mobi:16871/5f37c7ab0006a300425d22f785b390d0
MOMO亲子台,p8p://user3.shusongw.mobi:16871/5f2e5717000701821d7d60ef00cb8bd5
MOMO亲子台,mitv://147.135.39.171:9906/5cc68d17000c69a4fadeb6c56c456357.ts
HBO,p8p://user3.shusongw.mobi:16871/5f2faab60000da2822ac0474501db664
HBO,vjms://58.215.133.154:8500/live/cid=261
HBO,mitv://147.135.39.171:9906/5e59fae3000b3dac3b0c57342fd33ba0.ts
江西,#genre#
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225615/index.m3u8
江西都市,http://39.135.138.6:6610/PLTV/88888888/224/3221225584/2/index.m3u8?fmt=ts2hls
江西经济生活,http://39.135.138.6:6610/PLTV/88888888/224/3221225580/2/index.m3u8?fmt=ts2hls
江西影视旅游,http://39.135.138.6:6610/PLTV/88888888/224/3221225579/2/index.m3u8?fmt=ts2hls
江西公共农业,http://39.135.138.6:6610/PLTV/88888888/224/3221225578/2/index.m3u8?fmt=ts2hls
江西少儿家庭,http://39.135.138.6:6610/PLTV/88888888/224/3221225577/2/index.m3u8?fmt=ts2hls
江西新闻,http://39.135.138.6:6610/PLTV/88888888/224/3221225576/2/index.m3u8?fmt=ts2hls
江西风尚购物,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225679/index.m3u8
江西少儿 8M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
江西教育 8M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226197/index.m3u8?fmt=ts2hls
江西新闻 8M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225615/index.m3u8?fmt=ts2hls
江西经济生活 8M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226206/index.m3u8?fmt=ts2hls
九江新闻综合 3M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225774/index.m3u8
九江公共 3M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225775/index.m3u8
吉州 3M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225679/index.m3u8
吉安1,http://stream.ijatv.com/jatv1/hd/live.m3u8                                        
吉安2,http://stream.ijatv.com/jatv2/hd/live.m3u8
新余一套,http://live01.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd1.m3u8
新余二套,http://live01.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd2.m3u8
新余三套,http://live01.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd3.m3u8
新余三套(备),http://jxyx.chinashadt.com:2036/live/1004.stream/playlist.m3u8
永新电视一套,http://jxyx.chinashadt.com:2036/live/1002.stream/playlist.m3u8
永新电视二套,http://jxyx.chinashadt.com:2036/live/1003.stream/playlist.m3u8
万载综合频道,http://jxwz.chinashadt.com:2036/live/tv1.stream/playlist.m3u8
江西都市,http://39.135.139.214:6610/PLTV/88888888/224/3221225584/2/index.m3u8
江西经济,http://39.135.139.214:6610/PLTV/88888888/224/3221225580/2/index.m3u8
江西影视,http://39.135.139.214:6610/PLTV/88888888/224/3221225579/2/index.m3u8
江西公共,http://39.135.139.214:6610/PLTV/88888888/224/3221225578/2/index.m3u8
江西少儿,http://39.135.139.214:6610/PLTV/88888888/224/3221225577/2/index.m3u8
江西新闻,http://39.135.139.214:6610/PLTV/88888888/224/3221225615/2/index.m3u8
九江公共频道,http://39.134.115.163:8080/PLTV/88888910/224/3221225775/index.m3u8 
九江新闻综合,http://39.134.115.163:8080/PLTV/88888910/224/3221225774/index.m3u8
NewTV轮播,#genre#
动作电影,http://121.31.30.91:8081/ysten-business/live/dongzuody/1.m3u8,11,22,33
明星大片,http://121.31.30.91:8081/ysten-business/live/mingxingdp/1.m3u8,11,22,33
金牌综艺,http://121.31.30.91:8081/ysten-business/live/saishijx/1.m3u8,11,22,33
精品体育,http://121.31.30.91:8081/ysten-business/live/jtiyu/1.m3u8,11,22,33
精品大剧,http://121.31.30.91:8081/ysten-business/live/jdaju/1.m3u8,11,22,33
精品电影,http://121.31.30.91:8081/ysten-business/live/jdianying/1.m3u8,11,22,33
海外剧场,http://121.31.30.91:8081/ysten-business/live/xiqumd/1.m3u8,11,22,33
家庭剧场,http://121.31.30.91:8081/ysten-business/live/jiatingjc/1.m3u8,11,22,33
爱情喜剧,http://121.31.30.91:8081/ysten-business/live/aiqingxj/1.m3u8,11,22,33
古装剧场,http://121.31.30.91:8081/ysten-business/live/guzhuangjc/1.m3u8,11,22,33
军旅剧场,http://121.31.30.91:8081/ysten-business/live/junlvjc/1.m3u8,11,22,33
惊悚悬疑,http://121.31.30.91:8081/ysten-business/live/jingsongxy/1.m3u8,11,22,33
精品记录,http://121.31.30.91:8081/ysten-business/live/jingpinjl/1.m3u8,11,22,33
军事评论,http://121.31.30.91:8081/ysten-business/live/junshipl/1.m3u8,11,22,33
农业致富,http://121.31.30.91:8081/ysten-business/live/nongyezf/1.m3u8,11,22,33
黑莓电竞,http://121.31.30.91:8081/ysten-business/live/wmyx/1.m3u8,11,22,33
健康有约,http://121.31.30.91:8081/ysten-business/live/ljiankangyouyue/1.m3u8,11,22,33
搏击,http://121.31.30.91:8081/ysten-business/live/SD-1500k-576P-bokesen/1.m3u8,11,22,33
☆音乐☆,#genre#
冷漠-古咖啡,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_3142984&response=res&format=mp4&type=convert_url
冷漠-时光海湾,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_9867444&response=res&format=mp4&type=convert_url
冷漠-真不是闹着玩,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_22836669&response=res&format=mp4&type=convert_url
冷漠-谁都不要说分手,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_12975393&response=res&format=mp4&type=convert_url
冷漠-再爱也没有用,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_5834217&response=res&format=mp4&type=convert_url
冷漠-不要再说你还爱我,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_911272&response=res&format=mp4&type=convert_url
冷漠-别把寂寞当缘分,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6210858&response=res&format=mp4&type=convert_url
冷漠-你把爱情给了谁,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1210771&response=res&format=mp4&type=convert_url
冷漠-我是否也在你心中,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_4378249&response=res&format=mp4&type=convert_url
冷漠-多情的人不该相遇,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1041689&response=res&format=mp4&type=convert_url
凤凰传奇-演唱会1,http://hls.cntv.baishancdnx.cn/asp/hls/2000/0303000a/3/default/80c29be3b0a14d93b53fa31d561d82c3/2000.m3u8
凤凰传奇-演唱会2,http://hls.cntv.baishancdnx.cn/asp/hls/2000/0303000a/3/default/87c2f54d75184d569f92c2c2b18b0c4c/2000.m3u8
凤凰传奇-华夏传说,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40828850&response=res&format=mp4&type=convert_url
凤凰传奇-奢香夫人,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_51674527&response=res&format=mp4&type=convert_url
